timestamp_ms,roll,pitch,setpoint,P,I,D,motor_output
148380.0,-0.41,1.59,0.0,-38.18,-0.02,-57.12,-95.33
148480.0,-0.33,0.43,0.0,-10.21,-0.02,21.49,11.26
148580.0,-0.33,0.85,0.0,-20.46,-0.03,28.12,7.63
148680.0,-0.36,0.26,0.0,-6.3,-0.03,10.39,4.07
148780.0,-0.36,-0.19,0.0,4.52,-0.03,54.52,59.02
148880.0,-0.25,-0.32,0.0,7.58,-0.03,56.74,64.29
148980.0,-0.31,-0.77,0.0,18.5,-0.03,57.89,76.37
149080.0,-0.33,-1.23,0.0,29.6,-0.03,44.45,74.02
149180.0,-0.35,-0.7,0.0,16.7,-0.02,-2.71,13.96
149280.0,-0.2,-1.29,0.0,30.99,-0.02,-17.48,13.49
149380.0,-0.32,-1.02,0.0,24.44,-0.02,-2.31,22.11
149480.0,-0.01,-0.42,0.0,10.18,-0.02,-1.94,8.22
149580.0,-0.07,-0.32,0.0,7.77,-0.02,-7.37,0.38
149680.0,0.02,-1.52,0.0,36.45,-0.02,-2.47,33.95
149780.0,-0.02,-0.34,0.0,8.19,-0.02,-6.89,1.28
149880.0,-0.24,-1.62,0.0,38.87,-0.02,-6.16,32.69
149980.0,-0.07,-0.45,0.0,10.71,-0.02,-13.5,-2.81
150080.0,-0.34,-1.81,0.0,43.43,-0.02,-3.01,40.4
150180.0,-0.31,-0.72,0.0,17.23,-0.02,-20.1,-2.89
150280.0,-0.46,-1.73,0.0,41.41,-0.02,-3.77,37.62
150380.0,-0.39,-0.6,0.0,14.37,-0.02,2.67,17.02
150480.0,-0.61,-0.39,0.0,9.27,-0.02,-11.62,-2.36
150580.0,-0.5,-1.03,0.0,24.74,-0.02,-10.3,14.42
150680.0,-0.63,-0.61,0.0,14.55,-0.02,2.64,17.16
150780.0,-0.42,-0.44,0.0,10.47,-0.02,26.03,36.48
150880.0,-0.29,-1.25,0.0,29.9,-0.02,-26.14,3.74
150980.0,-0.51,-2.11,0.0,50.63,-0.02,-0.37,50.24
151080.0,-0.19,-0.6,0.0,14.42,-0.02,-16.91,-2.51
151180.0,-0.1,-1.54,0.0,37.05,-0.02,-10.55,26.48
151280.0,-0.11,-1.24,0.0,29.69,-0.02,8.24,37.92
151380.0,-0.04,-0.41,0.0,9.86,-0.02,-6.98,2.86
151480.0,-0.16,-1.18,0.0,28.41,-0.02,-20.48,7.91
151580.0,-0.36,-1.7,0.0,40.91,-0.02,21.07,61.96
151680.0,-0.48,-0.71,0.0,17.06,-0.02,19.91,36.95
151780.0,-0.32,-0.74,0.0,17.84,-0.02,-33.29,-15.47
151880.0,-0.38,-2.0,0.0,48.08,-0.02,-26.9,21.16
151980.0,-0.5,-0.98,0.0,23.62,-0.02,51.11,74.72
152080.0,-0.49,-0.62,0.0,14.79,-0.02,-27.26,-12.48
152180.0,-0.41,-0.77,0.0,18.53,-0.02,-25.72,-7.21
152280.0,-0.5,-1.19,0.0,28.6,-0.02,-18.06,10.52
152380.0,-0.47,-0.87,0.0,20.95,-0.02,36.13,57.06
152480.0,-0.52,-1.08,0.0,25.94,-0.02,40.29,66.21
152580.0,-0.48,-0.87,0.0,20.81,-0.01,27.85,48.64
152680.0,-0.51,-0.76,0.0,18.15,-0.01,-13.08,5.05
152780.0,-0.46,-0.27,0.0,6.47,-0.01,-4.31,2.15
152880.0,-0.4,-0.13,0.0,3.05,-0.01,2.11,5.14
152980.0,-0.29,-0.18,0.0,4.27,-0.01,-0.68,3.58
153080.0,-0.43,0.09,0.0,-2.12,-0.01,-18.38,-20.51
153180.0,-0.49,0.38,0.0,-9.22,-0.01,-23.82,-33.05
153280.0,-0.51,0.53,0.0,-12.79,-0.01,-15.96,-28.77
153380.0,-0.59,0.41,0.0,-9.82,-0.01,-8.41,-18.24
153480.0,-0.53,0.52,0.0,-12.46,-0.01,-6.96,-19.44
153580.0,-0.52,0.34,0.0,-8.27,-0.01,-10.52,-18.8
153680.0,-0.52,0.27,0.0,-6.41,-0.01,-11.62,-18.04
153780.0,-0.57,0.04,0.0,-1.01,-0.01,-9.8,-10.82
153880.0,-0.49,-0.0,0.0,0.01,-0.01,2.49,2.49
153980.0,-0.49,0.11,0.0,-2.67,-0.01,-1.5,-4.18
154080.0,-0.56,0.28,0.0,-6.79,-0.01,15.74,8.93
154180.0,-0.52,0.38,0.0,-9.15,-0.01,25.28,16.12
154280.0,-0.49,0.13,0.0,-3.09,-0.01,26.38,23.28
154380.0,-0.59,-0.2,0.0,4.88,-0.01,30.76,35.62
154480.0,-0.4,0.05,0.0,-1.27,-0.01,20.3,19.01
154580.0,-0.59,-0.27,0.0,6.57,-0.01,1.39,7.94
154680.0,-0.58,-0.47,0.0,11.34,-0.01,12.13,23.45
154780.0,-0.6,-0.52,0.0,12.47,-0.01,5.2,17.66
154880.0,-0.55,-0.37,0.0,8.98,-0.01,15.59,24.55
154980.0,-0.67,-0.25,0.0,6.02,-0.01,4.91,10.92
155080.0,-0.67,-0.24,0.0,5.65,-0.01,6.76,12.4
155180.0,-0.55,0.06,0.0,-1.41,-0.01,0.84,-0.59
155280.0,-0.52,0.06,0.0,-1.41,-0.01,-3.1,-4.52
155380.0,-0.59,0.33,0.0,-7.81,-0.01,-17.66,-25.48
155480.0,-0.57,-0.02,0.0,0.39,-0.01,-0.4,-0.02
155580.0,-0.51,-0.03,0.0,0.74,-0.01,14.55,15.27
155680.0,-0.44,-0.19,0.0,4.65,-0.01,28.82,33.45
155780.0,-0.46,-0.25,0.0,5.95,-0.01,25.54,31.48
155880.0,-0.5,-0.2,0.0,4.89,-0.01,30.27,35.14
155980.0,-0.46,0.02,0.0,-0.39,-0.01,16.16,15.75
156080.0,-0.33,-0.17,0.0,4.16,-0.01,16.36,20.51
156180.0,-0.42,-0.27,0.0,6.38,-0.01,-1.78,4.59
156280.0,-0.55,-0.12,0.0,2.8,-0.01,-1.12,1.66
156380.0,-0.4,-0.09,0.0,2.17,-0.01,-0.59,1.57
156480.0,-0.32,-0.35,0.0,8.48,-0.01,-9.58,-1.12
156580.0,-0.36,-0.23,0.0,5.63,-0.01,4.6,10.21
156680.0,-0.36,0.26,0.0,-6.35,-0.01,5.88,-0.48
156780.0,-0.41,0.89,0.0,-21.38,-0.01,8.13,-13.26
156880.0,-0.35,0.23,0.0,-5.45,-0.01,39.96,34.5
156980.0,-0.03,-0.54,0.0,12.89,-0.01,30.61,43.49
157080.0,-0.06,-4.61,0.0,110.75,-0.01,74.22,184.95
157180.0,-0.54,-8.71,0.0,209.07,-0.01,36.64,245.7
157280.0,-0.39,-10.36,0.0,248.75,-0.01,-7.64,241.1
157380.0,0.04,-9.2,0.0,220.73,-0.01,-57.0,163.73
157480.0,0.26,-3.26,0.0,78.36,-0.0,-92.3,-13.95
157580.0,0.23,0.5,0.0,-11.99,-0.0,-47.27,-59.26
157680.0,0.15,1.2,0.0,-28.83,-0.0,-0.99,-29.82
157780.0,-0.08,0.57,0.0,-13.6,-0.0,3.33,-10.27
157880.0,0.04,0.27,0.0,-6.56,-0.0,-1.85,-8.41
157980.0,-0.02,0.94,0.0,-22.57,-0.01,35.36,12.78
158080.0,0.19,2.06,0.0,-49.4,-0.01,-19.82,-69.22
158180.0,0.21,0.38,0.0,-9.03,-0.01,15.7,6.66
158280.0,0.86,-0.25,0.0,5.89,-0.01,62.55,68.43
158380.0,0.74,-3.48,0.0,83.49,-0.01,88.08,171.57
158480.0,0.71,-9.05,0.0,217.11,-0.0,63.52,280.63
158580.0,-0.17,-13.44,0.0,255.0,-0.0,19.46,274.46
158680.0,0.08,-13.04,0.0,255.0,0.0,-61.41,193.59
158780.0,0.25,-5.86,0.0,140.67,0.01,-131.07,9.61
158880.0,0.38,-1.06,0.0,25.35,0.01,-30.01,-4.66
158980.0,0.38,1.79,0.0,-42.91,0.01,-13.7,-56.6
159080.0,0.28,1.76,0.0,-42.31,0.01,14.6,-27.71
159180.0,0.37,0.67,0.0,-16.0,0.01,9.75,-6.25
159280.0,0.23,1.78,0.0,-42.74,0.01,-27.83,-70.56
159380.0,0.15,1.07,0.0,-25.71,0.01,-9.8,-35.5
159480.0,0.51,0.23,0.0,-5.59,0.0,14.11,8.52
159580.0,0.5,-2.69,0.0,64.54,0.01,78.41,142.96
159680.0,0.41,-8.76,0.0,210.15,0.01,86.09,296.24
159780.0,0.11,-16.85,0.0,255.0,0.01,105.03,360.04
159880.0,-0.06,-24.33,0.0,255.0,0.02,35.05,290.06
159980.0,0.23,-23.89,0.0,255.0,0.02,-82.13,172.89
160080.0,0.95,-14.52,0.0,255.0,0.03,-152.24,102.78
160180.0,1.38,-1.73,0.0,41.45,0.03,-101.28,-59.8
160280.0,1.05,0.99,0.0,-23.66,0.03,-29.35,-52.98
160380.0,1.01,2.1,0.0,-50.3,0.03,-9.18,-59.45
160480.0,0.55,1.76,0.0,-42.14,0.03,23.5,-18.61
160580.0,0.72,2.08,0.0,-49.97,0.03,-15.68,-65.62
160680.0,0.36,0.57,0.0,-13.69,0.03,38.34,24.68
160780.0,0.45,-3.7,0.0,88.73,0.03,102.1,190.86
160880.0,-0.06,-9.89,0.0,237.42,0.03,39.66,277.12
160980.0,0.14,-10.88,0.0,255.0,0.03,-28.89,226.14
161080.0,0.76,-6.97,0.0,167.31,0.04,-91.05,76.29
161180.0,0.7,-1.16,0.0,27.81,0.04,-25.25,2.6
161280.0,0.56,1.12,0.0,-26.81,0.04,-12.09,-38.86
161380.0,0.73,1.38,0.0,-33.08,0.04,-4.86,-37.9
161480.0,0.35,1.47,0.0,-35.37,0.04,11.54,-23.79
161580.0,0.16,0.59,0.0,-14.19,0.04,-11.21,-25.37
161681.0,0.22,1.93,0.0,-46.4,0.04,22.81,-23.55
161781.0,0.21,1.66,0.0,-39.75,0.04,3.28,-36.43
161881.0,-0.06,1.2,0.0,-28.71,0.04,-25.83,-54.51
161981.0,0.1,0.42,0.0,-10.01,0.04,-4.31,-14.28
162081.0,0.15,0.4,0.0,-9.63,0.04,22.85,13.25
162181.0,0.14,0.38,0.0,-9.07,0.04,23.91,14.88
162281.0,0.2,0.13,0.0,-3.19,0.03,0.09,-3.06
162381.0,0.11,-0.24,0.0,5.76,0.03,12.59,18.38
162481.0,0.06,0.2,0.0,-4.75,0.03,6.03,1.32
162581.0,0.08,-0.17,0.0,4.15,0.03,6.5,10.69
162681.0,0.12,-0.56,0.0,13.34,0.03,-0.24,13.14
162781.0,0.09,-0.39,0.0,9.32,0.03,10.3,19.65
162881.0,-0.12,-0.77,0.0,18.5,0.03,12.73,31.26
162981.0,-0.17,-0.24,0.0,5.66,0.03,11.67,17.37
163081.0,-0.02,0.4,0.0,-9.64,0.03,19.6,9.99
163181.0,-0.22,0.45,0.0,-10.76,0.03,28.58,17.85
163281.0,0.02,0.55,0.0,-13.23,0.03,30.92,17.73
163381.0,0.07,0.34,0.0,-8.07,0.03,39.74,31.7
163481.0,0.15,0.66,0.0,-15.86,0.03,35.98,20.15
163581.0,-0.11,0.56,0.0,-13.55,0.03,28.69,15.18
163681.0,-0.18,0.28,0.0,-6.78,0.03,18.8,12.05
163781.0,-0.05,0.1,0.0,-2.35,0.03,26.23,23.92
163881.0,-0.21,-0.36,0.0,8.66,0.03,23.52,32.22
163981.0,-0.25,-0.73,0.0,17.6,0.03,13.7,31.34
164081.0,-0.02,-0.84,0.0,20.12,0.03,-8.41,11.74
164181.0,0.11,-0.31,0.0,7.54,0.03,-11.91,-4.34
164281.0,-0.07,-0.32,0.0,7.78,0.03,-1.81,6.0
164381.0,-0.22,-0.71,0.0,16.98,0.03,15.19,32.2
164481.0,-0.29,-0.31,0.0,7.34,0.03,2.11,9.48
164581.0,-0.31,-0.42,0.0,10.16,0.04,16.4,26.59
164681.0,-0.36,-0.31,0.0,7.51,0.04,22.81,30.36
164781.0,-0.3,0.05,0.0,-1.28,0.04,9.67,8.42
164881.0,-0.03,0.04,0.0,-0.93,0.04,-0.02,-0.91
164981.0,-0.07,-0.07,0.0,1.57,0.04,-16.56,-14.95
165081.0,-0.19,-0.16,0.0,3.81,0.03,21.31,25.15
165181.0,-0.29,-0.06,0.0,1.52,0.03,28.74,30.29
165281.0,-0.29,-0.14,0.0,3.38,0.03,44.5,47.91
165381.0,-0.21,-0.49,0.0,11.66,0.03,31.44,43.14
165481.0,-0.11,-0.31,0.0,7.37,0.03,16.63,24.04
165581.0,-0.17,-0.22,0.0,5.31,0.04,0.75,6.1
165681.0,-0.17,-0.03,0.0,0.8,0.03,13.15,13.99
165781.0,-0.02,-0.08,0.0,2.0,0.03,8.1,10.13
165881.0,-0.23,0.07,0.0,-1.6,0.03,-10.59,-12.16
165981.0,-0.31,0.75,0.0,-17.99,0.03,-38.0,-55.95
166081.0,-0.1,0.82,0.0,-19.61,0.03,6.96,-12.61
166181.0,-0.13,0.69,0.0,-16.65,0.03,14.12,-2.49
166281.0,-0.24,0.15,0.0,-3.54,0.03,19.75,16.24
166381.0,-0.18,0.28,0.0,-6.82,0.03,23.19,16.41
166481.0,-0.25,0.67,0.0,-16.12,0.03,26.38,10.3
166581.0,-0.21,1.6,0.0,-38.38,0.03,-21.49,-59.84
166681.0,0.71,6.04,0.0,-144.85,0.03,-96.88,-241.7
166781.0,0.91,13.58,0.0,-255.0,0.03,-94.26,-349.23
166881.0,0.23,18.3,0.0,-255.0,0.03,-32.68,-287.66
166981.0,-0.23,19.98,0.0,-255.0,0.02,-6.61,-261.6
167081.0,-0.0,20.15,0.0,-255.0,0.01,3.54,-251.45
167181.0,0.18,19.53,0.0,-255.0,0.01,9.2,-245.8
167281.0,0.31,18.85,0.0,-255.0,0.0,20.23,-234.77
167381.0,-0.51,18.22,0.0,-255.0,-0.0,4.76,-250.24
167481.0,-0.29,18.13,0.0,-255.0,-0.01,4.18,-250.83
167581.0,-0.23,18.04,0.0,-255.0,-0.01,10.02,-244.99
167681.0,0.27,17.45,0.0,-255.0,-0.02,19.25,-235.76
167781.0,-0.83,12.85,0.0,-255.0,-0.02,68.3,-186.72
167881.0,-1.48,8.41,0.0,-201.95,-0.03,63.88,-138.1
167981.0,-2.31,4.68,0.0,-112.34,-0.03,38.03,-74.33
168081.0,-2.48,1.03,0.0,-24.84,-0.03,27.98,3.11
168181.0,-2.33,-0.14,0.0,3.42,-0.03,11.8,15.19
168281.0,-2.25,-0.87,0.0,20.99,-0.03,0.27,21.23
168381.0,-2.05,-0.37,0.0,8.89,-0.03,-12.18,-3.33
168481.0,-1.82,-1.02,0.0,24.56,-0.03,1.72,26.25
168581.0,-1.64,-0.48,0.0,11.62,-0.03,-13.78,-2.19
168681.0,-1.28,-0.43,0.0,10.22,-0.03,13.74,23.93
168781.0,-1.23,-0.76,0.0,18.22,-0.03,6.05,24.24
168881.0,-1.27,1.04,0.0,-25.01,-0.03,-32.65,-57.69
168981.0,-1.08,8.66,0.0,-207.89,-0.03,-117.49,-325.41
169081.0,-0.17,18.28,0.0,-255.0,-0.03,-125.62,-380.66
169181.0,0.79,24.15,0.0,-255.0,-0.04,-19.88,-274.92
169281.0,0.52,25.0,0.0,-255.0,-0.05,-8.08,-263.13
169381.0,-0.23,24.7,0.0,-255.0,-0.05,-4.25,-259.31
169481.0,0.25,25.22,0.0,-255.0,-0.06,-5.19,-260.25
169581.0,0.48,25.3,0.0,-255.0,-0.07,-4.03,-259.1
169681.0,1.19,25.19,0.0,-255.0,-0.08,3.52,-251.56
169781.0,1.33,24.67,0.0,-255.0,-0.08,10.41,-244.68
169881.0,0.83,23.96,0.0,-255.0,-0.09,3.46,-251.63
169981.0,0.61,23.3,0.0,-255.0,-0.1,2.09,-253.01
170081.0,0.92,23.14,0.0,-255.0,-0.1,9.91,-245.19
170181.0,0.37,22.69,0.0,-255.0,-0.11,1.04,-254.07
170281.0,0.45,22.79,0.0,-255.0,-0.12,-2.79,-257.9
170381.0,0.46,22.62,0.0,-255.0,-0.12,8.41,-246.71
170481.0,-0.11,22.28,0.0,-255.0,-0.13,-1.28,-256.41
170581.0,-0.27,22.31,0.0,-255.0,-0.14,-2.07,-257.21
170681.0,-0.52,22.14,0.0,-255.0,-0.14,7.88,-247.26
170781.0,-0.78,21.85,0.0,-255.0,-0.15,6.58,-248.57
170881.0,-0.7,21.53,0.0,-255.0,-0.15,0.22,-254.94
170981.0,-1.22,20.99,0.0,-255.0,-0.16,9.65,-245.51
171081.0,-1.33,20.91,0.0,-255.0,-0.17,9.01,-246.15
171181.0,-1.26,20.59,0.0,-255.0,-0.17,8.01,-247.17
171281.0,-1.16,19.51,0.0,-255.0,-0.18,12.15,-243.03
171381.0,-1.33,19.53,0.0,-255.0,-0.18,6.23,-248.96
171481.0,-1.26,19.96,0.0,-255.0,-0.19,-5.04,-260.23
171581.0,-1.33,19.56,0.0,-255.0,-0.19,7.93,-247.26
171681.0,-1.63,19.44,0.0,-255.0,-0.2,8.43,-246.77
171781.0,-1.59,19.58,0.0,-255.0,-0.21,-1.76,-256.96
171881.0,-1.88,19.12,0.0,-255.0,-0.21,8.92,-246.29
171981.0,-2.07,18.77,0.0,-255.0,-0.22,9.12,-246.09
172081.0,-1.78,18.85,0.0,-255.0,-0.22,1.28,-253.94
172181.0,-1.85,17.51,0.0,-255.0,-0.23,15.44,-239.78
172281.0,-1.94,16.17,0.0,-255.0,-0.23,37.43,-217.8
172381.0,-1.38,11.59,0.0,-255.0,-0.23,96.93,-158.3
172481.0,-1.21,2.83,0.0,-67.83,-0.24,100.89,32.82
172581.0,-1.16,-0.0,0.0,0.01,-0.24,-30.01,-30.24
172681.0,-1.04,-0.57,0.0,13.78,-0.24,-19.46,-5.91
172781.0,-0.99,-0.06,0.0,1.4,-0.24,-2.82,-1.66
172881.0,-0.7,0.34,0.0,-8.08,-0.24,-23.47,-31.78
172981.0,-0.6,-0.16,0.0,3.8,-0.24,-21.07,-17.5
173081.0,-0.52,-1.11,0.0,26.66,-0.24,11.08,37.51
173181.0,-0.57,-5.31,0.0,127.37,-0.24,109.92,237.06
173281.0,-1.02,-14.33,0.0,255.0,-0.23,117.31,372.07
173381.0,-0.56,-22.52,0.0,255.0,-0.23,69.75,324.52
173481.0,1.21,-27.79,0.0,255.0,-0.22,26.53,281.31
173581.0,0.47,-29.9,0.0,255.0,-0.21,13.54,268.33
173681.0,-1.73,-31.63,0.0,255.0,0.0,24.18,279.18
173781.0,-2.53,-33.34,0.0,255.0,0.0,15.63,270.63
173881.0,-2.28,-33.93,0.0,255.0,0.0,7.97,262.97
173981.0,-1.39,-34.33,0.0,255.0,0.0,6.58,261.58
174081.0,0.52,-34.1,0.0,255.0,0.0,-7.62,247.38
174181.0,2.68,-32.71,0.0,255.0,0.0,-12.84,242.16
174281.0,4.1,-31.85,0.0,255.0,0.0,-4.2,250.8
174381.0,4.9,-31.5,0.0,255.0,0.0,-8.01,246.99
174481.0,5.79,-30.52,0.0,255.0,0.0,-6.25,248.75
174581.0,6.13,-29.66,0.0,255.0,0.0,-24.51,230.49
174681.0,7.25,-26.14,0.0,255.0,0.01,-39.08,215.93
174781.0,8.45,-24.74,0.0,255.0,0.02,5.09,260.11
174881.0,8.15,-25.02,0.0,255.0,0.03,-3.15,251.87
174981.0,8.23,-24.35,0.0,255.0,0.03,-6.91,248.13
175081.0,8.05,-23.84,0.0,255.0,0.04,-3.37,251.67
175181.0,8.57,-23.69,0.0,255.0,0.05,-3.32,251.73
175281.0,8.61,-23.52,0.0,255.0,0.06,-0.04,255.02
175381.0,8.62,-23.41,0.0,255.0,0.06,-0.22,254.84
175481.0,8.84,-23.19,0.0,255.0,0.07,-0.79,254.28
175581.0,8.98,-23.14,0.0,255.0,0.08,1.96,257.04
175681.0,9.25,-23.1,0.0,255.0,0.08,0.31,255.39
175781.0,9.22,-23.04,0.0,255.0,0.09,0.04,255.13
175881.0,9.37,-22.8,0.0,255.0,0.1,1.43,256.53
175981.0,9.27,-22.88,0.0,255.0,0.1,1.81,256.92
176081.0,9.43,-22.95,0.0,255.0,0.11,0.13,255.24
176181.0,9.4,-22.96,0.0,255.0,0.12,0.6,255.72
176281.0,9.21,-22.83,0.0,255.0,0.12,-0.04,255.09
176381.0,8.93,-22.91,0.0,255.0,0.13,-1.25,253.88
176481.0,8.57,-22.91,0.0,255.0,0.14,-1.06,254.07
176581.0,8.41,-22.79,0.0,255.0,0.14,-1.96,253.18
176681.0,8.5,-22.55,0.0,255.0,0.15,-1.67,253.48
176781.0,8.54,-22.28,0.0,255.0,0.16,0.59,255.74
176881.0,8.49,-22.45,0.0,255.0,0.16,0.09,255.25
176981.0,8.67,-22.14,0.0,255.0,0.17,-4.98,250.18
177081.0,8.54,-22.09,0.0,255.0,0.17,0.22,255.39
177181.0,8.73,-21.95,0.0,255.0,0.18,-7.77,247.41
177281.0,8.58,-21.4,0.0,255.0,0.19,-7.48,247.71
177381.0,7.57,-20.5,0.0,255.0,0.19,-6.63,248.56
177481.0,7.3,-19.69,0.0,255.0,0.2,-10.63,244.57
177581.0,7.14,-18.94,0.0,255.0,0.21,-4.89,250.31
177681.0,7.1,-18.6,0.0,255.0,0.21,-4.87,250.34
177781.0,6.99,-18.49,0.0,255.0,0.22,2.88,258.09
177881.0,7.08,-18.79,0.0,255.0,0.22,-1.23,253.99
177981.0,7.3,-18.87,0.0,255.0,0.23,0.49,255.72
178081.0,7.38,-19.02,0.0,255.0,0.23,2.93,258.16
178181.0,7.32,-19.13,0.0,255.0,0.24,-0.37,254.87
178281.0,7.49,-19.01,0.0,255.0,0.24,-0.95,254.29
178381.0,7.64,-18.85,0.0,255.0,0.25,-2.38,252.87
178481.0,7.45,-18.69,0.0,255.0,0.26,-3.06,252.2
178581.0,7.64,-18.54,0.0,255.0,0.26,-5.39,249.87
178681.0,7.59,-18.22,0.0,255.0,0.27,-1.03,254.24
178781.0,7.79,-17.97,0.0,255.0,0.27,-5.08,250.2
178881.0,8.01,-16.97,0.0,255.0,0.28,-8.85,246.43
178981.0,7.67,-15.87,0.0,255.0,0.28,-35.69,219.59
179081.0,5.78,-11.88,0.0,255.0,0.29,-51.04,204.24
179181.0,3.43,-6.3,0.0,151.29,0.29,-76.62,74.96
179281.0,0.49,0.82,0.0,-19.62,0.29,-40.05,-59.38
179381.0,-0.84,0.33,0.0,-7.84,0.29,-31.6,-39.15
179481.0,-0.37,0.35,0.0,-8.49,0.29,-2.62,-10.82
179581.0,-0.44,0.3,0.0,-7.18,0.29,-12.95,-19.85
179681.0,-0.35,0.47,0.0,-11.39,0.29,-3.06,-14.16
179781.0,-0.37,0.19,0.0,-4.55,0.29,20.85,16.59
179881.0,-0.25,-0.11,0.0,2.73,0.29,11.54,14.56
179981.0,-0.33,-0.3,0.0,7.19,0.29,8.87,16.34
180081.0,-0.29,-0.29,0.0,6.89,0.29,6.63,13.81
180181.0,-0.28,0.03,0.0,-0.75,0.29,-3.77,-4.24
180281.0,-0.23,0.14,0.0,-3.36,0.29,-11.67,-14.74
180381.0,-0.28,0.32,0.0,-7.74,0.29,-9.89,-17.34
180481.0,-0.34,0.15,0.0,-3.56,0.29,14.4,11.12
180581.0,-0.32,0.3,0.0,-7.29,0.29,-8.13,-15.14
180681.0,-0.23,0.49,0.0,-11.77,0.29,5.28,-6.2
180781.0,-0.19,0.47,0.0,-11.28,0.29,4.16,-6.83
180881.0,-0.39,0.1,0.0,-2.35,0.29,24.4,22.34
180981.0,-0.31,-0.02,0.0,0.37,0.29,-1.65,-0.99
181081.0,-0.32,0.26,0.0,-6.19,0.29,-12.33,-18.23
181181.0,-0.08,0.04,0.0,-0.94,0.29,9.86,9.21
181281.0,-0.11,0.02,0.0,-0.57,0.29,16.36,16.08
181381.0,-0.17,-0.29,0.0,6.85,0.29,8.7,15.84
181481.0,-0.15,0.01,0.0,-0.2,0.29,22.53,22.62
181581.0,-0.14,-0.2,0.0,4.7,0.29,23.71,28.69
181681.0,-0.29,-0.46,0.0,11.14,0.29,0.37,11.79
181781.0,-0.15,-0.45,0.0,10.73,0.29,-15.28,-4.26
181881.0,-0.1,-0.23,0.0,5.59,0.29,-16.51,-10.63
181981.0,-0.06,-0.47,0.0,11.29,0.29,-23.76,-12.18
182081.0,-0.06,-0.09,0.0,2.11,0.29,-16.54,-14.14
182181.0,0.02,-0.1,0.0,2.3,0.29,7.24,9.82
182281.0,0.01,-0.08,0.0,2.03,0.29,12.42,14.74
182381.0,-0.12,-0.52,0.0,12.38,0.29,13.59,26.27
182481.0,-0.13,-0.35,0.0,8.29,0.29,-13.94,-5.37
182581.0,-0.18,-0.15,0.0,3.62,0.29,-17.26,-13.35
182681.0,-0.02,0.36,0.0,-8.74,0.29,-10.7,-19.15
182781.0,-0.09,0.45,0.0,-10.85,0.29,-0.09,-10.65
182881.0,-0.05,0.28,0.0,-6.76,0.29,26.95,20.47
182981.0,-0.01,-0.16,0.0,3.76,0.29,33.54,37.59
183081.0,-0.14,-0.67,0.0,16.12,0.29,23.96,40.37
183181.0,0.1,-0.18,0.0,4.44,0.29,-10.08,-5.35
183281.0,0.03,-0.06,0.0,1.4,0.29,-23.58,-21.89
183381.0,0.02,0.16,0.0,-3.93,0.29,-5.46,-9.1
183481.0,-0.05,0.14,0.0,-3.44,0.29,20.79,17.65
183581.0,-0.05,0.02,0.0,-0.47,0.29,29.35,29.17
183681.0,-0.08,-0.31,0.0,7.5,0.29,23.85,31.64
183781.0,-0.09,-0.26,0.0,6.24,0.29,16.4,22.93
183881.0,-0.12,-0.35,0.0,8.3,0.29,-0.82,7.76
183981.0,-0.08,-0.16,0.0,3.83,0.29,-28.29,-24.17
184081.0,-0.1,0.13,0.0,-3.19,0.29,-31.07,-33.97
184181.0,-0.1,0.27,0.0,-6.53,0.29,-28.01,-34.25
184281.0,-0.1,0.57,0.0,-13.7,0.29,-13.37,-26.78
184381.0,-0.15,0.27,0.0,-6.47,0.29,13.1,6.92
184481.0,-0.04,0.01,0.0,-0.25,0.29,32.06,32.1
184581.0,-0.15,-0.4,0.0,9.56,0.29,25.26,35.11
184681.0,-0.15,-0.56,0.0,13.33,0.29,12.31,25.93
184781.0,-0.21,-0.41,0.0,9.88,0.29,-5.37,4.8
184881.0,-0.05,-0.29,0.0,7.06,0.29,-21.03,-13.69
184981.0,-0.14,0.24,0.0,-5.78,0.29,-32.67,-38.15
185081.0,-0.12,0.57,0.0,-13.7,0.29,-26.13,-39.54
185181.0,0.01,0.77,0.0,-18.4,0.29,-1.39,-19.5
185281.0,-0.12,0.65,0.0,-15.52,0.29,-3.02,-18.25
185381.0,-0.13,0.29,0.0,-7.0,0.29,-23.51,-30.22
185481.0,-0.1,-0.03,0.0,0.62,0.29,-4.36,-3.45
185581.0,-0.05,-0.21,0.0,4.94,0.29,15.85,21.07
185681.0,-0.02,-0.44,0.0,10.66,0.29,6.41,17.36
185781.0,-0.14,-0.04,0.0,0.93,0.29,-29.77,-28.56
185881.0,-0.12,0.06,0.0,-1.52,0.29,-16.09,-17.32
185981.0,-0.02,0.48,0.0,-11.43,0.29,1.12,-10.03
186081.0,-0.07,0.26,0.0,-6.33,0.29,15.5,9.46
186181.0,-0.07,0.13,0.0,-3.17,0.29,28.36,25.48
186281.0,-0.05,-0.19,0.0,4.51,0.29,27.98,32.77
186381.0,0.02,-0.42,0.0,10.12,0.29,15.48,25.89
186481.0,-0.21,-0.6,0.0,14.39,0.29,-12.93,1.75
186581.0,-0.04,-0.09,0.0,2.18,0.29,-24.84,-22.37
186681.0,-0.05,0.12,0.0,-2.84,0.29,-10.66,-13.21
186781.0,-0.05,0.33,0.0,-7.93,0.29,-0.06,-7.7
186881.0,-0.02,0.09,0.0,-2.13,0.29,28.18,26.34
186981.0,-0.05,0.04,0.0,-0.85,0.29,25.98,25.41
187081.0,-0.03,-0.34,0.0,8.27,0.29,29.51,38.08
